"filename", "language", "CSS", "SCSS", "PHP", "JavaScript", "JSON", "Log", "comment", "blank", "total"
"c:\xampp\htdocs\fd\resources\php\converter\image\image.php", "PHP", 0, 0, 210, 0, 0, 0, 16, 20, 246
"c:\xampp\htdocs\fd\resources\php\converter\image\imageAccess.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\fd\resources\php\converter\image\imageCore.php", "PHP", 0, 0, 41, 0, 0, 0, 11, 11, 63
"c:\xampp\htdocs\fd\resources\php\converter\text\text.php", "PHP", 0, 0, 177, 0, 0, 0, 4, 11, 192
"c:\xampp\htdocs\fd\resources\php\converter\text\textAccess.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\fd\resources\php\converter\text\textCore.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 5, 33
"c:\xampp\htdocs\fd\resources\php\inventory\inventoryAddItem.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 6, 28
"c:\xampp\htdocs\fd\resources\php\inventory\inventoryCore.php", "PHP", 0, 0, 18, 0, 0, 0, 0, 5, 23
"c:\xampp\htdocs\fd\resources\php\inventory\inventoryEditItem.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 4, 31
"c:\xampp\htdocs\fd\resources\php\inventory\inventoryGetItems.php", "PHP", 0, 0, 34, 0, 0, 0, 0, 6, 40
"c:\xampp\htdocs\fd\resources\php\inventory\inventoryRemoveItem.php", "PHP", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\xampp\htdocs\fd\resources\php\mail\EMail.php", "PHP", 0, 0, 43, 0, 0, 0, 10, 7, 60
"c:\xampp\htdocs\fd\resources\php\mail\EMailAccess.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 1, 8
"c:\xampp\htdocs\fd\resources\php\mail\sendMail.php", "PHP", 0, 0, 38, 0, 0, 0, 11, 8, 57
"c:\xampp\htdocs\fd\resources\php\mail\sendMailResetPasswort.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 0, 10
"c:\xampp\htdocs\fd\resources\php\order\orderCore.php", "PHP", 0, 0, 96, 0, 0, 0, 0, 16, 112
"c:\xampp\htdocs\fd\resources\php\order\orderCreateAdressCSV.php", "PHP", 0, 0, 48, 0, 0, 0, 8, 7, 63
"c:\xampp\htdocs\fd\resources\php\order\orderEdit.php", "PHP", 0, 0, 38, 0, 0, 0, 0, 1, 39
"c:\xampp\htdocs\fd\resources\php\order\orderEditByJS.php", "PHP", 0, 0, 29, 0, 0, 0, 0, 1, 30
"c:\xampp\htdocs\fd\resources\php\order\orderGet.php", "PHP", 0, 0, 76, 0, 0, 0, 0, 3, 79
"c:\xampp\htdocs\fd\resources\php\order\orderGetAdress.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 7, 33
"c:\xampp\htdocs\fd\resources\php\order\orderGetFromArchive.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 3, 52
"c:\xampp\htdocs\fd\resources\php\order\orderNew.php", "PHP", 0, 0, 48, 0, 0, 0, 0, 6, 54
"c:\xampp\htdocs\fd\resources\php\order\orderToArchive.php", "PHP", 0, 0, 35, 0, 0, 0, 0, 6, 41
"c:\xampp\htdocs\fd\resources\php\product\product.php", "PHP", 0, 0, 94, 0, 0, 0, 0, 7, 101
"c:\xampp\htdocs\fd\resources\php\product\productAccess.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\xampp\htdocs\fd\resources\php\project\project.php", "PHP", 0, 0, 159, 0, 0, 0, 1, 14, 174
"c:\xampp\htdocs\fd\resources\php\project\projectAccess.php", "PHP", 0, 0, 12, 0, 0, 0, 0, 1, 13
"c:\xampp\htdocs\fd\resources\php\security\security.php", "PHP", 0, 0, 52, 0, 0, 0, 95, 14, 161
"c:\xampp\htdocs\fd\resources\php\security\sessionAccess.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 1, 10
"c:\xampp\htdocs\fd\resources\php\upload\UploadCore.php", "PHP", 0, 0, 44, 0, 0, 0, 31, 13, 88
"c:\xampp\htdocs\fd\resources\php\upload\upload.php", "PHP", 0, 0, 46, 0, 0, 0, 2, 11, 59
"c:\xampp\htdocs\fd\resources\php\upload\uploadAccess.php", "PHP", 0, 0, 8, 0, 0, 0, 0, 1, 9
"c:\xampp\htdocs\fd\resources\php\userdata\adress\address.php", "PHP", 0, 0, 117, 0, 0, 0, 0, 6, 123
"c:\xampp\htdocs\fd\resources\php\userdata\adress\addressAccess.php", "PHP", 0, 0, 10, 0, 0, 0, 0, 1, 11
"c:\xampp\htdocs\fd\resources\php\userdata\login\google\bootstrap.php", "PHP", 0, 0, 11, 0, 0, 0, 0, 1, 12
"c:\xampp\htdocs\fd\resources\php\userdata\login\google\importData.php", "PHP", 0, 0, 24, 0, 0, 0, 0, 3, 27
"c:\xampp\htdocs\fd\resources\php\userdata\login\google\login_Google.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\fd\resources\php\userdata\login\google\redirect.php", "PHP", 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\xampp\htdocs\fd\resources\php\userdata\login\login.php", "PHP", 0, 0, 249, 0, 0, 0, 1, 25, 275
"c:\xampp\htdocs\fd\resources\php\userdata\login\loginAccess.php", "PHP", 0, 0, 24, 0, 0, 0, 0, 1, 25
"c:\xampp\htdocs\fd\resources\php\userdata\login\login_Facebook.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\fd\resources\php\userdata\userdata.php", "PHP", 0, 0, 219, 0, 0, 0, 2, 16, 237
"c:\xampp\htdocs\fd\resources\php\userdata\userdataAccess.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 1, 15
"Total", "-", 42229, 4869, 10100, 23760, 105, 135, 6018, 8510, 95726
